GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,porpag,adjoe,pfr,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,idk
-0.4709008920336134,0.4891199396844273,-1.2267960388850478,0.9942988292472039,-1.3729409224790188,-1.3305251388388926,-1.027273095884459,-0.3219141857156593,0.19543488406563375,-0.2600407170861761,0.32275892987622323,0.23937016281846735,0.3287041688651514,-0.27288817002628646,-0.14168694776234284,-0.4438903479517647,0.8669617416395969,1.5633681807489752,-0.16828715798547694,-0.5477339471584755,0.2048111903067061,-0.5473801875787588,-0.32721825212201316,-0.5588348354410679,-0.2915835173700311,0.8246941566285271,-0.17140473955206803,0.042447830970381545,-0.026226349242866716,-0.500218606782197,-0.13927827274584226,0.337089666919566,-1.1613235183171227,0.19839856039968415,0.0892271942734185,0.7844811103832566,1.1449882879754232,1.100906112069257,-0.8013550874436702,-0.18442814472865754,-1.075434969936005,-0.3215371867976488,-1.0320991246605862,-0.8794464553913138,0.421517735411646,-0.2996916380047472,-1.1687082494327077,-0.9371152469973406,-0.04329967517763928,-0.423932580800702,0.19110030100279557,0.40641733096394767,-0.417714070000967,0.8747444052922522,1.6498517150749512
-6.163338194627797,-4.61345507884861,3.3620480987809613,0.5206995088029162,4.311833930538983,3.8964942792623996,3.470114023595182,1.7549923555046905,-1.2205667852658724,-2.103353100405461,-2.0239864905998104,-2.1315911428520256,-0.37418500393409804,-2.40244427695282,-2.737363275011358,4.443760966437948,-1.2618351495648341,-1.3295867974518605,-2.181170006396522,3.2783016271186702,-1.4739858291403725,4.189694596552933,0.8047534986432024,2.6116850061406525,-0.0828188786247342,0.8355850699111522,-1.2543389407671637,-1.8591303125506498,-2.155759352114106,-1.7501020946565347,-2.0433839741205073,3.0837983736369297,1.803293242683987,-0.7043450411757783,-0.7075246889070116,-0.05733339144866601,-2.565978230450104,-1.9990357694279761,-0.001981079373260354,-3.9969762023854853,2.300457239474393,1.7525824281963724,1.090474130582255,3.3715886251720355,-1.742710519623717,2.778755052431722,1.905361797080735,2.5486016608625857,1.0942721349636195,1.8089788194345282,-1.272409696008767,-1.5148103174071035,2.4979802470534125,1.0202012902245001,-1.2469426527664305
-0.8775035565046265,-1.4765158194338401,-1.080343566406345,-0.6396188262855895,-0.8976252993169785,-0.6019756281921966,-0.007247151260210591,-0.42575951277667673,-0.8010107350935741,1.0805501071460308,-1.0896341472621303,-1.32408982860193,1.0528930135674073,-1.2171253117767304,-1.209819241718796,-0.4766933769074004,-0.7682010878362704,-0.728930890961009,0.032309414536586166,0.7276112442672397,0.5405705941961222,-0.42556969312965787,-1.673417134572175,-1.3342179563252419,-0.0828188786247342,0.5633122378455268,-0.8794510074306054,-0.9083412407901341,-0.8780395503913625,-0.9045926763886004,-0.9600134888556117,-0.5534447965864525,-0.29017532926850015,0.09809371578018831,0.32356598344413323,-1.0565672051231587,-0.37557131295553203,-0.3666834151440683,-1.2638066017214586,-1.6198280033211547,-0.7971155891780403,-1.4719683937587684,0.529473352490595,-1.0403927350870732,-1.8617396216556783,-1.3935581808401776,0.25915130153804244,-0.4255369471498438,-1.128767096696713,-0.9376181950584551,-0.8837532072584747,-0.24723736028787563,0.1468839680091528,-1.4896160922385375,-0.35142155889563703
-1.0808048887401331,-0.3186755777614362,-0.03076751364231158,-1.0895381807076627,0.20510694641895413,0.1308848263044789,-0.09997678258968759,-1.3084447927953253,-0.3080323761411239,0.3543967440202525,-0.4812186678794549,-0.2932370870060636,-0.7149797543822177,-0.6947813610211657,-1.0260545459843524,1.2126626143078354,-0.6447925724041295,-0.4837652148422942,-0.2028727739375568,-0.06947950037383224,-0.4667076174721253,0.8805094973523654,-0.721396770781509,-0.8371997913622278,0.5434750376111575,0.45440310501927655,-0.18603374456664576,0.35937752155722014,0.360961469460995,-1.7133408156014072,-1.7315045919987948,0.17614970363534538,-3.3211078693667364,-0.20282081807829916,-0.09824383706315327,-0.6794343083024577,0.7314057235229197,0.6179733227045647,-0.6289471877734853,-1.1209251004023215,-0.46413919012834254,-0.3468161022606675,-0.22713071877889457,-0.7533558174622383,0.07575728785605236,-0.7581116524467439,-0.20890796029018296,0.1746604497048919,-1.222725830277702,-0.7478090448448067,-0.27998610751544534,-0.3829876364815353,-0.02249544339388308,-0.6191618405842343,-0.35754343976956027
-1.0808048887401331,-0.37926024156987537,0.7381079668708759,-0.2844193359523737,1.4599401915667405,1.443567228623524,1.2909676873524694,0.35308044018095414,-0.8010107350935741,-0.12039583956198784,-0.19874005245178422,-0.13860917576668366,-0.20378762871003753,0.7115292756284318,0.20287185673973884,1.540692903864192,-1.2309830207067989,-1.2928119460340532,-0.45188920879253125,2.066723695264241,0.2048111903067061,0.5624487618463807,0.2998087140742277,0.4602263204424697,0.5434750376111575,0.5742031511281519,-0.9467856310866093,1.2573449782199293,1.077258934063139,-0.42669604867194183,-0.5988899937673131,0.8185683904115261,0.520685787873644,1.7531236520018696,1.6827309606342786,0.37030837548195045,-1.330184402324804,-1.1207758704545383,0.9058197871621944,0.12446428628565559,1.483345447005378,-0.0810503822018191,1.973983868163006,1.176204457801532,-0.09375724081262952,0.4298083853332943,1.5172946489026968,1.5295306836421296,0.49867138352361046,0.9794911100793526,-0.8421301784647581,0.16020359473034906,2.1562309685375416,0.20624940681514664,-1.3744187520114766
-0.4709008920336134,0.28043943101091295,1.153056638893867,0.37861971266962946,2.5056345625232304,2.262646560119811,-0.378165676578119,0.9761524025470594,-0.16118775858081952,-0.2600407170861761,-0.28565654950645214,-0.1729709338198792,-0.39548467583710556,1.474955049809642,0.47851890034140415,2.7708064897005285,-0.27456702610770667,-0.33666580917106526,0.5165080378657037,0.2493567974825964,-0.35478781617565325,-0.37143169559672445,0.8767564169028201,1.0101927658097878,-0.9178774336059228,,-0.26357337756454813,2.1024908197848324,1.3870091890262286,-0.16936709528604876,-0.4511576548675546,2.1718052483596795,0.998460832732491,4.210592345179517,4.213589883677997,0.1985782171082384,-1.0042233291670646,-0.652228037381134,0.6780172915690982,0.3133220151856986,1.048160629511283,0.6911093645080434,0.6095863754940396,1.5440925179258709,0.12248866994799142,1.4223514007789326,0.6359374279667188,-0.5056929690312543,1.10738975036616,0.5308922871278562,-0.20676688599596602,-0.30864819951834066,0.37571363892300014,1.1082169094420276,-0.26414613258813757
-0.4709008920336134,0.2737078016988635,0.8601516939364613,-0.4738590641300881,0.9085740686987741,1.0232502032504314,1.0823260168611457,1.5646092558928248,-1.0422554639426456,-0.5672594476393902,-0.024907058342448402,-0.0527047806336948,0.11570744983507585,-0.07198665050491536,-0.4403045783308136,1.2290641287856532,-0.27456702610770667,-0.27537439014138654,0.3643313276765523,1.5884692484795977,-0.9143868226580129,0.3729657704811128,0.5894156479582889,0.6727924096568245,0.021563440747914487,0.672221370671777,-1.044005010914597,0.7027180196929619,0.5351959878777328,-1.0516377926091107,-1.0420870104665887,0.7608982369013475,-0.783022142103966,1.3017518512141382,1.2609211401269922,0.2987541428262374,-1.2827478836045028,-1.3250487295008557,1.3065535736535523,0.7614615317222212,0.9032567738895693,0.06155449734054742,1.0856398369619324,1.1449976635487025,0.03200325143756092,0.7825069515235965,0.9016989614872498,1.439841542653464,1.697865479974479,1.7472529329690227,-0.9965551130229587,-0.799174407613077,1.7262034374683928,0.005445719754590241,-0.15459681242271647
-0.67420222426912,-0.33887046569758256,1.433757211144713,-1.3500178069520212,0.433258445536734,0.12441841052950797,-0.378165676578119,-0.16614619512413298,-0.5073214999729656,-2.2988559289393247,-1.393841886953468,-1.47871773984131,-0.012090581582969507,-0.7952321207818512,-0.8652604372167143,0.04815508638277049,0.09565852018871611,-0.04246699782860737,0.6894361176261025,0.2493567974825964,0.7644101967890657,-1.3391484014979127,0.011245408780739199,0.340609584784576,-0.2915835173700311,-1.3317066733312264,1.4762577319118084,-0.9611628558879406,-1.1103522416136795,-0.059083258120666005,-0.25418120300121,0.4537711403006264,0.6894895892117853,0.14824613808993622,0.13609495210756145,0.1834255560752636,-0.4005687776470254,-0.3466125132916974,-0.023242079800261165,-0.6271881939109569,0.6443681037377629,0.4225219281693258,0.3772040210060431,0.7797159230771167,-0.5057528421181097,0.42117165206367807,0.7905261037218274,-0.4344864059035936,-0.45134903244364827,-0.48627326693219824,-0.5145674350587445,0.5132683886962116,0.0657828091593941,-0.6649992965443471,0.273922778797502
-2.3006128821531724,-0.7562314830446122,0.8601516939364613,-0.7343386903744468,1.3078391921548882,1.1245573837249716,-0.5172601235723349,-0.46037462179701605,2.0205037023151307,1.0526211316411938,-1.6328622538538047,-1.8223353203732655,0.8824956383433468,-1.3778465273938274,-1.6462603940880995,1.032245955051839,0.342475551052998,0.17818211067823603,0.7171046103877663,-0.420199428015904,1.883608209753785,-1.5895366400877309,1.0603455949645102,0.5156867455374885,-1.6485536692144631,-1.0376520147003514,1.7764820503480525,-1.0932168936324567,-1.3233055419008035,-0.9045926763886004,-1.1569899407219564,1.0344961744845218,0.7980063186434483,-0.8046498857952742,-0.8012602045752975,-0.2677870169066469,0.6787709054306572,0.6515220214424643,0.25668735296748457,-0.7168246360553313,1.2670218986403068,1.6138022643784895,-0.07991839904893439,1.1261838329427383,1.2091335408817898,0.9321056157954724,0.6301679911291881,-0.2518007152563985,-0.07972393748143841,-0.1596506977133332,2.295978033012216,2.518151669455512,-0.2750095235293414,-0.048552921904302854,0.6776217157804658
-0.4709008920336134,1.2430624226339,-0.6409861489702384,0.023420222336413596,-0.42230967615493836,-0.4252269303429983,-1.0504555037168284,-0.9796012571021036,1.2233472069877642,1.0246921561363558,-0.15528180392445026,-0.34477972408585694,0.6694989193132724,0.20927547682500414,0.37515125899077967,-0.3618827755626755,0.46588406648513886,0.5459306248563084,0.3366628349148884,-0.5796175769441183,0.42865079289965013,-0.8654409230847435,0.04390352917574729,-0.572748252189643,-0.18720119799738288,0.42173036517140183,0.47704636707697917,0.7819504423396715,1.4063685799614216,-0.6472637230027073,-0.6153046980895085,-1.1851341524770183,-0.3851274675212043,-0.8548023081050221,-0.8949957202435833,0.7844811103832566,1.0907239089515135,1.0200069322058716,-0.0720023382645811,0.5861592066711124,-0.7925991320886808,-0.2561049989626834,-0.7405833587151166,-0.9027756053427102,1.4100180739649133,-0.6625119497037495,-0.6389856334628435,-0.8508307914041233,-0.3686775493253104,-0.6061592018004601,1.579700505297375,1.2861323561012905,-0.39606317066201957,0.7354505396487582,0.23234178587426607
